ID,	TYPE,	DATEOFBIRTH,	EMAIL,	FIRSTNAME,	LASTNAME,	PASSWORD,	EMPLOYEENUMBER,	HIREDATE,	WORKINGHOURS,	RELATION,	DETAILS,	HV_ID
0132	, 'K',	'1959-02-08',	'Leonardo@Walpen.ch',	'Leonardo',	'Walpen',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0133	, 'K',	'1950-08-02',	'Rodolph@Terranova.ch',	'Rodolph',	'Terranova',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0134	, 'K',	'1957-05-31',	'Clementine@Würgler.ch',	'Clementine',	'Würgler',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0135	, 'K',	'1968-06-07',	'Marco@Baumgartner.ch',	'Marco',	'Baumgartner',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0136	, 'K',	'1946-05-26',	'Hajo@Burkhalter.ch',	'Hajo',	'Burkhalter',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0137	, 'K',	'1968-04-16',	'Moni@Bürge.ch',	'Moni',	'Bürge',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0138	, 'K',	'1959-03-02',	'Margit@Eisenhut.ch',	'Margit',	'Eisenhut',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0139	, 'K',	'1949-02-05',	'Annekathrin@Gander.ch',	'Annekathrin',	'Gander',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0140	, 'K',	'1967-04-20',	'Ali@Gasser.ch',	'Ali',	'Gasser',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0141	, 'K',	'1945-04-21',	'Luigi@Günter.ch',	'Luigi',	'Günter',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0142	, 'K',	'1961-10-19',	'Malin@Hasler.ch',	'Malin',	'Hasler',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0143	, 'K',	'1949-05-14',	'Tatjana@Hugi.ch',	'Tatjana',	'Hugi',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0144	, 'K',	'1949-11-29',	'Annalena@Rolli.ch',	'Annalena',	'Rolli',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0145	, 'K',	'1945-08-17',	'Fatima@Steinmann.ch',	'Fatima',	'Steinmann',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0146	, 'K',	'1960-05-24',	'Helen@Wülser.ch',	'Helen',	'Wülser',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0147	, 'K',	'1945-06-30',	'Noah@Bögöthy.ch',	'Noah',	'Bögöthy',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0148	, 'K',	'1955-02-22',	'Jules@Gerteis.ch',	'Jules',	'Gerteis',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0149	, 'K',	'1968-01-15',	'Heinrich@Hebeisen.ch',	'Heinrich',	'Hebeisen',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0150	, 'K',	'1953-03-14',	'Julius@Kiener.ch',	'Julius',	'Kiener',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0151	, 'K',	'1954-08-26',	'Ulf@Netos.ch',	'Ulf',	'Netos',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0152	, 'K',	'1953-11-26',	'Olaf@Rademacher.ch',	'Olaf',	'Rademacher',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0153	, 'K',	'1955-04-02',	'Mathieu@Stäuble.ch',	'Mathieu',	'Stäuble',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0154	, 'K',	'1963-02-23',	'Roger@Vögeli.ch',	'Roger',	'Vögeli',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0155	, 'K',	'1944-11-28',	'Vinzent@Weyers.ch',	'Vinzent',	'Weyers',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0156	, 'K',	'1966-05-18',	'Klara@Wüthrich.ch',	'Klara',	'Wüthrich',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0157	, 'K',	'1953-03-19',	'Stefanie@Czibula.ch',	'Stefanie',	'Czibula',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0158	, 'K',	'1959-01-03',	'Adrian@Duse.ch',	'Adrian',	'Duse',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0159	, 'K',	'1960-02-02',	'Luca@Dusil.ch',	'Luca',	'Dusil',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0160	, 'K',	'1964-10-30',	'Knut@Fatuzzo.ch',	'Knut',	'Fatuzzo',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0161	, 'K',	'1947-11-25',	'Wladimir@Fels.ch',	'Wladimir',	'Fels',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0162	, 'K',	'1955-10-03',	'Jacky@Fischli.ch',	'Jacky',	'Fischli',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0163	, 'K',	'1967-03-15',	'Maxime@Füeg.ch',	'Maxime',	'Füeg',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0164	, 'K',	'1956-08-19',	'Raffaela@Gammeter.ch',	'Raffaela',	'Gammeter',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0165	, 'K',	'1967-06-15',	'Yves@Gauderon.ch',	'Yves',	'Gauderon',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0166	, 'K',	'1966-04-21',	'Napoleon@Georgieva.ch',	'Napoleon',	'Georgieva',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0167	, 'K',	'1965-02-04',	'Carl@Gisin.ch',	'Carl',	'Gisin',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0168	, 'K',	'1955-02-13',	'Henrika@Gysin.ch',	'Henrika',	'Gysin',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0169	, 'K',	'1950-11-26',	'Annalena@Günter.ch',	'Annalena',	'Günter',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0170	, 'K',	'1946-01-07',	'Wilhelm@Kupper.ch',	'Wilhelm',	'Kupper',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0171	, 'K',	'1963-02-26',	'Nathalie@Lang.ch',	'Nathalie',	'Lang',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0172	, 'K',	'1950-07-28',	'Valerie@Nacht.ch',	'Valerie',	'Nacht',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0173	, 'K',	'1948-03-02',	'Pascal@Barben.ch',	'Pascal',	'Barben',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0174	, 'K',	'1955-01-01',	'Ben@Eisenhut.ch',	'Ben',	'Eisenhut',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0175	, 'K',	'1965-07-27',	'Lena@Fournier.ch',	'Lena',	'Fournier',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0176	, 'K',	'1945-04-24',	'Ditmar@Garbujo.ch',	'Ditmar',	'Garbujo',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0177	, 'K',	'1962-02-02',	'Christopher@Guidolin.ch',	'Christopher',	'Guidolin',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0178	, 'K',	'1958-02-20',	'Brian@Vallotton.ch',	'Brian',	'Vallotton',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0179	, 'K',	'1964-08-07',	'Sepp@Aeschlimann.ch',	'Sepp',	'Aeschlimann',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0180	, 'K',	'1957-09-04',	'Kathrin@Brügger.ch',	'Kathrin',	'Brügger',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0181	, 'K',	'1951-12-25',	'Grit@Ekinci.ch',	'Grit',	'Ekinci',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0182	, 'K',	'1948-03-17',	'Hildemar@Etter.ch',	'Hildemar',	'Etter',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0183	, 'K',	'1959-12-30',	'Rickie@Gehri.ch',	'Rickie',	'Gehri',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0184	, 'K',	'1945-03-14',	'Maximilian@Geiger.ch',	'Maximilian',	'Geiger',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0185	, 'K',	'1966-02-07',	'Jacky@Hermenjat.ch',	'Jacky',	'Hermenjat',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0186	, 'K',	'1964-12-22',	'Milina@Kammerer.ch',	'Milina',	'Kammerer',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0187	, 'K',	'1957-11-26',	'Lisa@Leu.ch',	'Lisa',	'Leu',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0188	, 'K',	'1950-02-28',	'Steve@Mlinar.ch',	'Steve',	'Mlinar',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0189	, 'K',	'1960-09-25',	'Wolfgang@Rösselet.ch',	'Wolfgang',	'Rösselet',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0190	, 'K',	'1965-01-20',	'Raffaela@Schär.ch',	'Raffaela',	'Schär',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0191	, 'K',	'1947-07-06',	'Udele@Staub.ch',	'Udele',	'Staub',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0192	, 'K',	'1955-04-25',	'Raphaela@Winter.ch',	'Raphaela',	'Winter',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0193	, 'K',	'1952-03-12',	'Fiona@Bircher.ch',	'Fiona',	'Bircher',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0194	, 'K',	'1949-02-20',	'Marcel@Bruell.ch',	'Marcel',	'Bruell',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0195	, 'K',	'1949-07-07',	'Severin@Eggermann.ch',	'Severin',	'Eggermann',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0196	, 'K',	'1950-05-07',	'Heidi@Furtado.ch',	'Heidi',	'Furtado',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0197	, 'K',	'1968-03-06',	'Janosch@Gentile.ch',	'Janosch',	'Gentile',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0198	, 'K',	'1947-01-02',	'Cornelius@Gfeller.ch',	'Cornelius',	'Gfeller',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0199	, 'K',	'1956-11-20',	'Fabienne@Grundlehner.ch',	'Fabienne',	'Grundlehner',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0200	, 'K',	'1955-09-12',	'Oli@Gröli.ch',	'Oli',	'Gröli',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0201	, 'K',	'1962-05-18',	'Luka@Gugler.ch',	'Luka',	'Gugler',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0202	, 'K',	'1944-03-27',	'Oli@Hurter.ch',	'Oli',	'Hurter',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0203	, 'K',	'1963-01-22',	'Artur@Hönger.ch',	'Artur',	'Hönger',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0204	, 'K',	'1944-01-16',	'Philipp@Klopfenstein.ch',	'Philipp',	'Klopfenstein',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0205	, 'K',	'1955-02-08',	'Heino@Liechti.ch',	'Heino',	'Liechti',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0206	, 'K',	'1956-03-09',	'Gunter@Lüdi.ch',	'Gunter',	'Lüdi',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0207	, 'K',	'1947-04-12',	'Constanze@Raharimanga.ch',	'Constanze',	'Raharimanga',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0208	, 'K',	'1964-06-05',	'Brian@Ramseier.ch',	'Brian',	'Ramseier',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0209	, 'K',	'1947-04-16',	'Jimmy@Rocchi.ch',	'Jimmy',	'Rocchi',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0210	, 'K',	'1946-05-26',	'Douglas@Rüttimann.ch',	'Douglas',	'Rüttimann',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0211	, 'K',	'1965-08-05',	'Patrick@Thüler.ch',	'Patrick',	'Thüler',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0212	, 'K',	'1952-03-12',	'Nico@Trautmann.ch',	'Nico',	'Trautmann',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0213	, 'K',	'1963-11-20',	'Tizian@Turnes.ch',	'Tizian',	'Turnes',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0214	, 'K',	'1950-04-23',	'Nicolle@Wittwer.ch',	'Nicolle',	'Wittwer',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0215	, 'K',	'1944-04-08',	'Casimir@Zimmerli.ch',	'Casimir',	'Zimmerli',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0216	, 'K',	'1956-02-26',	'Xaverine@Balteschwiler.ch',	'Xaverine',	'Balteschwiler',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
0217	, 'K',	'1952-06-11',	'Markus@Bircher.ch',	'Markus',	'Bircher',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	3
0218	, 'K',	'1951-12-09',	'Gunther@Egger.ch',	'Gunther',	'Egger',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	4
0219	, 'K',	'1945-02-15',	'Steven@Eggli.ch',	'Steven',	'Eggli',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	5
0220	, 'K',	'1946-09-11',	'Holger@Friso.ch',	'Holger',	'Friso',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	1
0221	, 'K',	'1944-11-10',	'Kai-Olaf@Früh.ch',	'Kai-Olaf',	'Früh',	NULL,	NULL,	NULL,	NULL,	NULL,	NULL,	2
